train,unk,2019_08_2720_03_43_138817,20
train,unk,2019_08_2709_14_59_91428,20
train,unk,2019_08_2712_13_0_99190,20
train,unk,2019_08_2719_19_32_101530,20
train,unk,2019_08_2719_30_31_91348,20
train,unk,2019_08_2719_30_31_123257,20
train,unk,2019_08_2720_03_53_42783,20
train,unk,2019_08_2712_23_52_146977,20
train,unk,2019_08_2719_34_11_110713,20
train,unk,2019_08_2720_03_43_134300,20
train,unk,2019_08_2719_30_2_154728,20
train,unk,2019_08_2720_04_00_40043,20
train,unk,2019_08_2719_31_40_16855,20
train,unk,2019_08_2719_19_32_81136,20
train,unk,2019_08_2719_34_03_159811,20
train,unk,2019_08_2719_19_51_62913,20
train,unk,2019_08_2709_14_59_26340,20
train,unk,2019_08_2709_14_59_19286,20
train,unk,2019_08_2719_19_32_66480,20
train,unk,2019_08_2709_14_59_67466,20
train,unk,2019_08_2719_19_32_125642,20
train,unk,2019_08_2719_34_03_167244,20
train,unk,2019_08_2719_19_32_86796,20
train,unk,2019_08_2719_19_32_47823,20
train,unk,2019_08_2719_30_31_77544,20
train,unk,2019_08_2720_03_53_85054,20
train,unk,2019_08_2709_27_30_26340,20
train,unk,2019_08_2720_03_43_23164,20
train,unk,2019_08_2719_19_51_11221,20
train,unk,2019_08_2720_03_53_52962,20
train,unk,2019_08_2715_19_35_18104,20
train,unk,2019_08_2720_03_53_24246,20
train,unk,2019_08_2720_03_53_63198,20
train,unk,2019_08_2719_19_32_71412,20
train,unk,2019_08_2719_19_51_22644,20
train,unk,2019_08_2720_03_53_54862,20
train,unk,2019_08_2709_14_59_153649,20
train,unk,2019_08_2719_19_51_74663,20
train,unk,2019_08_2720_03_35_90966,20
train,unk,2019_08_2719_31_40_82627,20
train,unk,2019_08_2719_30_31_35402,20
train,unk,2019_08_2719_19_32_121272,20
train,unk,2019_08_2719_19_51_53979,20
train,unk,2019_08_2720_03_43_72344,20
train,unk,2019_08_2720_03_53_55287,20
train,unk,2019_08_2712_13_0_157658,20
train,unk,2019_08_2715_19_35_80501,20
train,unk,2019_08_2720_03_43_16508,20
train,unk,2019_08_2719_30_31_94668,20
train,unk,2019_08_2719_30_31_142111,20
train,unk,2019_08_2719_30_31_50988,20
train,unk,2019_08_2719_19_51_151174,20
train,unk,2019_08_2719_34_03_168484,20
train,unk,2019_08_2719_19_32_82297,20
train,unk,2019_08_2715_19_35_19621,20
train,unk,2019_08_2719_19_51_75288,20
train,unk,2019_08_2719_30_31_77312,20
train,unk,2019_08_2719_31_40_146149,20
train,unk,2019_08_2719_34_03_82062,20
train,unk,2019_08_2715_19_35_61050,20
train,unk,2019_08_2719_30_2_114745,20
train,unk,2019_08_2712_13_0_86999,20
train,unk,2019_08_2720_03_35_122944,20
train,unk,2019_08_2712_23_52_50582,20
train,unk,2019_08_2709_14_59_92152,20
train,unk,2019_08_2719_34_19_15928,20
train,unk,2019_08_2709_14_59_73436,20
train,unk,2019_08_2712_23_52_103649,20
train,unk,2019_08_2719_30_31_99700,20
train,unk,2019_08_2720_03_53_77620,20
train,unk,2019_08_2719_54_27_39918,20
train,unk,2019_08_2719_30_2_145942,20
train,unk,2019_08_2719_31_40_112284,20
train,unk,2019_08_2719_34_11_95027,20
train,unk,2019_08_2720_03_35_111754,20
train,unk,2019_08_2719_30_31_119316,20
train,unk,2019_08_2712_23_52_60036,20
train,unk,2019_08_2715_19_35_56965,20
train,unk,2019_08_2720_03_53_33240,20
train,unk,2019_08_2719_34_03_79842,20
train,unk,2019_08_2720_03_43_58940,20
train,unk,2019_08_2709_31_29_99144,20
train,unk,2019_08_2720_03_35_103515,20
train,unk,2019_08_2719_34_11_139902,20
train,unk,2019_08_2719_30_2_50112,20
train,unk,2019_08_2720_03_35_15636,20
train,unk,2019_08_2719_34_03_70230,20
train,unk,2019_08_2719_30_31_108487,20
train,unk,2019_08_2719_30_31_28956,20
train,unk,2019_08_2719_19_32_68414,20
train,unk,2019_08_2719_54_20_12243,20
train,unk,2019_08_2720_03_43_14668,20
train,unk,2019_08_2719_54_27_78792,20
train,unk,2019_08_2709_14_59_63566,20
train,unk,2019_08_2720_03_35_72732,20
train,unk,2019_08_2719_54_27_109266,20
train,unk,2019_08_2719_30_31_125087,20
train,unk,2019_08_2719_30_2_104341,20
train,unk,2019_08_2712_13_0_130770,20
train,unk,2019_08_2720_03_43_57726,20
train,unk,2019_08_2719_54_27_33363,20
train,unk,2019_08_2719_31_40_129750,20
train,unk,2019_08_2720_03_35_119400,20
train,unk,2019_08_2719_31_40_81318,20
train,unk,2019_08_2720_03_53_11620,20
train,unk,2019_08_2719_54_27_62346,20
train,unk,2019_08_2719_34_03_169179,20
train,unk,2019_08_2712_13_0_153349,20
train,unk,2019_08_2719_31_40_150917,20
train,unk,2019_08_2719_31_40_146575,20
train,unk,2019_08_2720_03_53_106544,20
train,unk,2019_08_2719_19_51_84756,20
train,unk,2019_08_2719_19_32_143016,20
train,unk,2019_08_2720_03_43_13853,20
train,unk,2019_08_2719_34_11_102168,20
train,unk,2019_08_2712_13_0_172032,20
train,unk,2019_08_2712_13_0_108237,20
train,unk,2019_08_2715_19_35_56071,20
train,unk,2019_08_2709_14_59_64548,20
train,unk,2019_08_2719_34_03_166250,20
train,unk,2019_08_2715_19_35_51525,20
train,unk,2019_08_2719_30_2_117338,20
train,unk,2019_08_2719_31_40_73291,20
train,unk,2019_08_2712_23_52_20856,20
train,unk,2019_08_2720_03_53_17708,20
train,unk,2019_08_2720_03_43_20556,20
train,unk,2019_08_2709_14_59_126854,20
train,unk,2019_08_2709_14_59_62549,20
train,unk,2019_08_2709_31_29_58519,20
train,unk,2019_08_2719_30_31_123096,20
train,unk,2019_08_2719_30_31_89293,20
train,unk,2019_08_2719_34_03_165968,20
train,unk,2019_08_2712_13_0_100905,20
train,unk,2019_08_2719_31_40_137048,20
train,unk,2019_08_2712_23_52_48222,20
train,unk,2019_08_2720_03_43_17011,20
train,unk,2019_08_2719_34_03_166140,20
train,unk,2019_08_2712_13_0_67172,20
train,unk,2019_08_2719_31_40_57892,20
train,unk,2019_08_2719_30_31_81492,20
train,unk,2019_08_2720_03_53_19081,20
train,unk,2019_08_2719_19_51_51205,20
train,unk,2019_08_2709_31_29_15570,20
train,unk,2019_08_2719_30_31_72120,20
train,unk,2019_08_2719_31_40_44450,20
train,unk,2019_08_2712_13_0_15690,20
train,unk,2019_08_2719_54_27_32337,20
